Code,Region/Country/Area,Year,Series,Value
740,Suriname,2019,GDP in current prices (millions of US dollars),4255.0
752,Sweden,2019,GDP in current prices (millions of US dollars),533880.0
756,Switzerland,2019,GDP in current prices (millions of US dollars),731718.0
760,Syrian Arab Republic,2019,GDP in current prices (millions of US dollars),26597.0
762,Tajikistan,2019,GDP in current prices (millions of US dollars),8301.0
764,Thailand,2019,GDP in current prices (millions of US dollars),544081.0
626,Timor-Leste,2019,GDP in current prices (millions of US dollars),2048.0
768,Togo,2019,GDP in current prices (millions of US dollars),6993.0
776,Tonga,2019,GDP in current prices (millions of US dollars),508.0
780,Trinidad and Tobago,2019,GDP in current prices (millions of US dollars),23850.0
788,Tunisia,2019,GDP in current prices (millions of US dollars),41906.0
792,T黵kiye,2019,GDP in current prices (millions of US dollars),759935.0
795,Turkmenistan,2019,GDP in current prices (millions of US dollars),45939.0
796,Turks and Caicos Islands,2019,GDP in current prices (millions of US dollars),1197.0
798,Tuvalu,2019,GDP in current prices (millions of US dollars),54.0
800,Uganda,2019,GDP in current prices (millions of US dollars),37775.0
804,Ukraine,2019,GDP in current prices (millions of US dollars),153883.0
784,United Arab Emirates,2019,GDP in current prices (millions of US dollars),417216.0
826,United Kingdom,2019,GDP in current prices (millions of US dollars),2857058.0
834,United Rep. of Tanzania,2019,GDP in current prices (millions of US dollars),61027.0
840,United States of America,2019,GDP in current prices (millions of US dollars),21380976.0
858,Uruguay,2019,GDP in current prices (millions of US dollars),61231.0
860,Uzbekistan,2019,GDP in current prices (millions of US dollars),59908.0
548,Vanuatu,2019,GDP in current prices (millions of US dollars),940.0
862,Venezuela (Boliv. Rep. of),2019,GDP in current prices (millions of US dollars),150165.0
704,Viet Nam,2019,GDP in current prices (millions of US dollars),334365.0
887,Yemen,2019,GDP in current prices (millions of US dollars),12980.0
894,Zambia,2019,GDP in current prices (millions of US dollars),23310.0
836,Zanzibar,2019,GDP in current prices (millions of US dollars),1807.0
716,Zimbabwe,2019,GDP in current prices (millions of US dollars),22595.0
