Code,Region/Country/Area,Year,Series,Value
332,Haiti,2021,GDP in current prices (millions of US dollars),19044.0
340,Honduras,2021,GDP in current prices (millions of US dollars),28489.0
348,Hungary,2021,GDP in current prices (millions of US dollars),181848.0
352,Iceland,2021,GDP in current prices (millions of US dollars),25602.0
356,India,2021,GDP in current prices (millions of US dollars),3201471.0
360,Indonesia,2021,GDP in current prices (millions of US dollars),1186093.0
364,Iran (Islamic Republic of),2021,GDP in current prices (millions of US dollars),594892.0
368,Iraq,2021,GDP in current prices (millions of US dollars),204004.0
372,Ireland,2021,GDP in current prices (millions of US dollars),504183.0
376,Israel,2021,GDP in current prices (millions of US dollars),481591.0
380,Italy,2021,GDP in current prices (millions of US dollars),2107703.0
388,Jamaica,2021,GDP in current prices (millions of US dollars),14658.0
392,Japan,2021,GDP in current prices (millions of US dollars),4940878.0
400,Jordan,2021,GDP in current prices (millions of US dollars),45244.0
398,Kazakhstan,2021,GDP in current prices (millions of US dollars),193018.0
404,Kenya,2021,GDP in current prices (millions of US dollars),110347.0
296,Kiribati,2021,GDP in current prices (millions of US dollars),227.0
412,Kosovo,2021,GDP in current prices (millions of US dollars),9412.0
414,Kuwait,2021,GDP in current prices (millions of US dollars),136642.0
417,Kyrgyzstan,2021,GDP in current prices (millions of US dollars),8741.0
418,Lao People's Dem. Rep.,2021,GDP in current prices (millions of US dollars),19074.0
428,Latvia,2021,GDP in current prices (millions of US dollars),39854.0
422,Lebanon,2021,GDP in current prices (millions of US dollars),37945.0
426,Lesotho,2021,GDP in current prices (millions of US dollars),2373.0
430,Liberia,2021,GDP in current prices (millions of US dollars),2445.0
434,Libya,2021,GDP in current prices (millions of US dollars),39006.0
438,Liechtenstein,2021,GDP in current prices (millions of US dollars),6608.0
440,Lithuania,2021,GDP in current prices (millions of US dollars),66445.0
442,Luxembourg,2021,GDP in current prices (millions of US dollars),85506.0
450,Madagascar,2021,GDP in current prices (millions of US dollars),14450.0
454,Malawi,2021,GDP in current prices (millions of US dollars),12199.0
458,Malaysia,2021,GDP in current prices (millions of US dollars),372702.0
462,Maldives,2021,GDP in current prices (millions of US dollars),5406.0
466,Mali,2021,GDP in current prices (millions of US dollars),19157.0
470,Malta,2021,GDP in current prices (millions of US dollars),17721.0
584,Marshall Islands,2021,GDP in current prices (millions of US dollars),257.0
478,Mauritania,2021,GDP in current prices (millions of US dollars),9996.0
480,Mauritius,2021,GDP in current prices (millions of US dollars),11525.0
484,Mexico,2021,GDP in current prices (millions of US dollars),1272839.0
583,Micronesia (Fed. States of),2021,GDP in current prices (millions of US dollars),404.0
492,Monaco,2021,GDP in current prices (millions of US dollars),8596.0
496,Mongolia,2021,GDP in current prices (millions of US dollars),15098.0
499,Montenegro,2021,GDP in current prices (millions of US dollars),5809.0
500,Montserrat,2021,GDP in current prices (millions of US dollars),72.0
504,Morocco,2021,GDP in current prices (millions of US dollars),142867.0
508,Mozambique,2021,GDP in current prices (millions of US dollars),15777.0
104,Myanmar,2021,GDP in current prices (millions of US dollars),58582.0
516,Namibia,2021,GDP in current prices (millions of US dollars),12236.0
520,Nauru,2021,GDP in current prices (millions of US dollars),155.0
524,Nepal,2021,GDP in current prices (millions of US dollars),36207.0
528,Netherlands (Kingdom of the),2021,GDP in current prices (millions of US dollars),1012847.0
540,New Caledonia,2021,GDP in current prices (millions of US dollars),10071.0
554,New Zealand,2021,GDP in current prices (millions of US dollars),250451.0
558,Nicaragua,2021,GDP in current prices (millions of US dollars),14013.0
562,Niger,2021,GDP in current prices (millions of US dollars),14915.0
566,Nigeria,2021,GDP in current prices (millions of US dollars),430923.0
807,North Macedonia,2021,GDP in current prices (millions of US dollars),13881.0
578,Norway,2021,GDP in current prices (millions of US dollars),482175.0
512,Oman,2021,GDP in current prices (millions of US dollars),88192.0
586,Pakistan,2021,GDP in current prices (millions of US dollars),342501.0
585,Palau,2021,GDP in current prices (millions of US dollars),218.0
591,Panama,2021,GDP in current prices (millions of US dollars),63605.0
598,Papua New Guinea,2021,GDP in current prices (millions of US dollars),26595.0
600,Paraguay,2021,GDP in current prices (millions of US dollars),40458.0
604,Peru,2021,GDP in current prices (millions of US dollars),223252.0
608,Philippines,2021,GDP in current prices (millions of US dollars),394086.0
616,Poland,2021,GDP in current prices (millions of US dollars),679442.0
620,Portugal,2021,GDP in current prices (millions of US dollars),253663.0
630,Puerto Rico,2021,GDP in current prices (millions of US dollars),106526.0
634,Qatar,2021,GDP in current prices (millions of US dollars),179571.0
410,Republic of Korea,2021,GDP in current prices (millions of US dollars),1810966.0
498,Republic of Moldova,2021,GDP in current prices (millions of US dollars),13680.0
642,Romania,2021,GDP in current prices (millions of US dollars),284086.0
643,Russian Federation,2021,GDP in current prices (millions of US dollars),1778782.0
646,Rwanda,2021,GDP in current prices (millions of US dollars),11070.0
659,Saint Kitts and Nevis,2021,GDP in current prices (millions of US dollars),861.0
662,Saint Lucia,2021,GDP in current prices (millions of US dollars),1765.0
670,Saint Vincent & Grenadines,2021,GDP in current prices (millions of US dollars),881.0
882,Samoa,2021,GDP in current prices (millions of US dollars),857.0
674,San Marino,2021,GDP in current prices (millions of US dollars),1702.0
678,Sao Tome and Principe,2021,GDP in current prices (millions of US dollars),555.0
682,Saudi Arabia,2021,GDP in current prices (millions of US dollars),833541.0
686,Senegal,2021,GDP in current prices (millions of US dollars),27625.0
688,Serbia,2021,GDP in current prices (millions of US dollars),63068.0
690,Seychelles,2021,GDP in current prices (millions of US dollars),1287.0
694,Sierra Leone,2021,GDP in current prices (millions of US dollars),4249.0
702,Singapore,2021,GDP in current prices (millions of US dollars),396992.0
534,Sint Maarten (Dutch part),2021,GDP in current prices (millions of US dollars),1154.0
703,Slovakia,2021,GDP in current prices (millions of US dollars),116527.0
705,Slovenia,2021,GDP in current prices (millions of US dollars),61749.0
90,Solomon Islands,2021,GDP in current prices (millions of US dollars),1632.0
706,Somalia,2021,GDP in current prices (millions of US dollars),7628.0
710,South Africa,2021,GDP in current prices (millions of US dollars),419016.0
728,South Sudan,2021,GDP in current prices (millions of US dollars),4304.0
724,Spain,2021,GDP in current prices (millions of US dollars),1427381.0
144,Sri Lanka,2021,GDP in current prices (millions of US dollars),85309.0
275,State of Palestine,2021,GDP in current prices (millions of US dollars),18037.0
729,Sudan,2021,GDP in current prices (millions of US dollars),35867.0
740,Suriname,2021,GDP in current prices (millions of US dollars),3224.0
752,Sweden,2021,GDP in current prices (millions of US dollars),635664.0
756,Switzerland,2021,GDP in current prices (millions of US dollars),812867.0
760,Syrian Arab Republic,2021,GDP in current prices (millions of US dollars),19719.0
762,Tajikistan,2021,GDP in current prices (millions of US dollars),8746.0
764,Thailand,2021,GDP in current prices (millions of US dollars),505982.0
626,Timor-Leste,2021,GDP in current prices (millions of US dollars),2004.0
768,Togo,2021,GDP in current prices (millions of US dollars),8160.0
776,Tonga,2021,GDP in current prices (millions of US dollars),472.0
780,Trinidad and Tobago,2021,GDP in current prices (millions of US dollars),24460.0
788,Tunisia,2021,GDP in current prices (millions of US dollars),46687.0
792,T黵kiye,2021,GDP in current prices (millions of US dollars),819034.0
795,Turkmenistan,2021,GDP in current prices (millions of US dollars),53954.0
796,Turks and Caicos Islands,2021,GDP in current prices (millions of US dollars),943.0
798,Tuvalu,2021,GDP in current prices (millions of US dollars),60.0
800,Uganda,2021,GDP in current prices (millions of US dollars),42661.0
804,Ukraine,2021,GDP in current prices (millions of US dollars),200086.0
784,United Arab Emirates,2021,GDP in current prices (millions of US dollars),405468.0
826,United Kingdom,2021,GDP in current prices (millions of US dollars),3131378.0
834,United Rep. of Tanzania,2021,GDP in current prices (millions of US dollars),70297.0
840,United States of America,2021,GDP in current prices (millions of US dollars),23315081.0
858,Uruguay,2021,GDP in current prices (millions of US dollars),59318.0
860,Uzbekistan,2021,GDP in current prices (millions of US dollars),69239.0
548,Vanuatu,2021,GDP in current prices (millions of US dollars),981.0
862,Venezuela (Boliv. Rep. of),2021,GDP in current prices (millions of US dollars),111813.0
704,Viet Nam,2021,GDP in current prices (millions of US dollars),366138.0
887,Yemen,2021,GDP in current prices (millions of US dollars),9947.0
894,Zambia,2021,GDP in current prices (millions of US dollars),21313.0
836,Zanzibar,2021,GDP in current prices (millions of US dollars),2080.0
716,Zimbabwe,2021,GDP in current prices (millions of US dollars),24118.0
